age,income,assets,credit_score,debt_to_income_ratio,existing_loan,criminal_record,credit_tier,high_debt,asset_income_ratio,age_group,income_per_age,payment_capacity,credit_utilization_proxy
21.0,56426.0,233157.0,555.0,0.33,0,0,0,0,4.132011271199957,0,2564.818181818182,3150.4516666666664,0.0
51.0,93519.0,638898.0,524.0,0.63,1,1,0,1,6.831672369546621,2,1798.4423076923076,2883.5025,2.1385571155141624e-05
58.0,58987.0,251872.0,809.0,0.41,1,1,4,1,4.269885400420424,2,999.7796610169491,2900.1941666666667,3.390462628625676e-05
30.0,41429.0,295515.0,692.0,0.4,0,1,2,0,7.132874728457639,0,1336.4193548387098,2071.45,0.0
31.0,78771.0,367880.0,653.3855826171781,0.35,0,0,1,0,4.670187376225055,1,2461.59375,4266.7625,0.0
66.0,39967.0,184034.0,535.0,0.2196893756746779,1,1,0,0,4.604533626901521,3,596.5223880597015,2598.889560200846,5.003878005454227e-05
36.0,76414.0,357068.0,661.2276893999457,0.45,0,0,1,1,4.672747497219133,1,2065.2432432432433,3502.308333333334,0.0
42.0,32480.0,616014.0,676.6177144952228,0.34,0,0,2,0,18.965364366860626,1,755.3488372093024,1786.3999999999996,0.0
34.0,39342.0,494594.0,796.0,0.65,1,0,3,1,12.57133416363775,1,1124.057142857143,1147.475,5.0833672224481496e-05
45.0,91276.0,528407.0,671.068233916363,0.25,0,0,2,0,5.789048719830845,1,1984.2608695652175,5704.75,0.0
52.0,31164.0,236801.0,746.0,0.52,0,1,3,1,7.598299374298091,2,588.0,1246.56,0.0
61.0,38927.0,550019.0,535.0,0.4,1,1,0,0,14.1291358405261,3,627.8548387096774,1946.3500000000001,5.137558118626217e-05
31.0,89188.0,871366.0,797.0,0.46,0,1,3,1,9.769881936113197,1,2787.125,4013.4600000000005,0.0
45.0,54538.0,477444.0,630.8591852433317,0.21,0,0,1,0,8.754175910816114,1,1185.608695652174,3590.4183333333335,0.0
22.0,120072.0,1040177.0,785.5776901943534,0.49,1,0,3,1,8.662871753016915,0,5220.521739130435,5103.06,1.665639522294585e-05
51.0,101661.0,1109875.0,490.0,0.1206853304370023,1,0,0,0,10.917304400857745,2,1955.0192307692307,7449.334051870325,1.9672840659827077e-05
22.0,130248.0,777254.0,667.6620296377532,0.31,0,0,1,0,5.967446966963278,0,5662.95652173913,7489.259999999999,0.0
56.0,123813.0,222359.0,783.0,0.49,0,1,3,1,1.7959116093495082,2,2172.157894736842,5262.052500000001,0.0
46.0,71023.0,588066.0,820.0,0.17,0,0,4,0,8.279820905609371,2,1511.127659574468,4912.424166666667,0.0
18.0,107553.0,185574.0,850.0,0.37,1,0,4,0,1.7254030533499451,0,5660.684210526316,5646.5325,1.8595137371577334e-05
58.0,43421.0,510280.0,788.0,0.34,1,0,3,0,11.751646630740177,2,735.9491525423729,2388.1549999999997,4.605854040485457e-05
37.0,70019.0,532349.0,711.0,0.07,1,0,2,0,7.602813481862325,1,1842.6052631578948,5426.4725,2.856285971351452e-05
39.0,39923.0,370863.0,654.1917544963607,0.44,0,1,1,1,9.289224526600542,1,998.075,1863.0733333333335,0.0
62.0,134128.0,868223.0,654.4018427977676,0.41,0,1,1,1,6.473044606311834,3,2129.0158730158732,6594.626666666667,0.0
54.0,62941.0,270026.0,754.0,0.39,1,1,3,0,4.290076578437292,2,1144.3818181818183,3199.5008333333335,3.177478035683078e-05
29.0,137224.0,484892.0,526.3258222279778,0.39,0,0,0,0,3.5335543814902532,0,4574.133333333333,6975.553333333333,0.0
53.0,110926.0,975048.0,811.0,0.1839898806965075,1,0,4,0,8.789997025070543,2,2054.185185185185,7543.061541154934,1.8029712966969567e-05
34.0,134769.0,557367.0,657.8456256514397,0.27,0,0,1,0,4.135690435556874,1,3850.542857142857,8198.4475,0.0
30.0,103906.0,258780.0,608.0,0.59,0,0,1,1,2.490496309199573,0,3351.8064516129034,3550.1216666666674,0.0
27.0,118282.0,74664.0,549.1723828016701,0.22,0,1,0,0,0.6312318760937751,0,4224.357142857143,7688.330000000001,0.0
32.0,82172.0,102741.0,551.0,0.27,0,0,0,0,1.2503011938227886,1,2490.060606060606,4998.796666666666,0.0
58.0,27190.0,463049.0,841.0,0.51,0,1,4,1,17.029495053510352,2,460.8474576271187,1110.2583333333334,0.0
45.0,97720.0,926312.0,566.0,0.17,1,1,0,0,9.479149824500363,1,2124.3478260869565,6758.966666666666,2.04662205030597e-05
44.0,48531.0,350214.0,643.0936138512667,0.29,0,0,1,0,7.21614604796835,1,1078.4666666666667,2871.4174999999996,0.0
29.0,142556.0,757611.0,809.5757476606129,0.2,1,0,4,0,5.314442643995034,0,4751.866666666667,9503.733333333334,1.4029377516519592e-05
29.0,57722.0,613306.0,673.5687220214165,0.03,0,0,2,0,10.62498484139771,0,1924.0666666666666,4665.861666666667,0.0
42.0,126339.0,733405.0,647.7437062938286,0.47,0,1,1,1,5.805010289694475,1,2938.1162790697676,5579.9725,0.0
28.0,120538.0,706462.0,804.8828382565964,0.39,0,1,4,0,5.860858311417881,0,4156.482758620689,6127.348333333332,0.0
29.0,119437.0,645513.0,684.2908691501938,0.16,1,1,2,0,5.404586480014736,0,3981.233333333333,8360.59,1.674494930466598e-05
48.0,100722.0,280680.0,624.0,0.45,1,1,1,1,2.786652502407593,2,2055.5510204081634,4616.425,1.985624081648862e-05
44.0,85788.0,403981.0,681.0,0.34,1,1,2,0,4.709006982247141,1,1906.4,4718.339999999999,2.3312740412635506e-05
27.0,107042.0,363289.0,495.9018077642503,0.48,1,0,0,1,3.3938604112366058,0,3822.9285714285716,4638.486666666667,1.868390568364411e-05
28.0,67024.0,158421.0,644.0,0.1,1,1,1,0,2.3636105930622904,0,2311.1724137931033,5026.8,2.983916689046042e-05
31.0,59684.0,206307.0,525.0,0.59,0,1,0,1,3.4565971349585323,1,1865.125,2039.2033333333336,0.0
29.0,56324.0,567722.0,850.0,0.15,0,1,4,0,10.079396360408344,0,1877.4666666666667,3989.616666666667,0.0
48.0,122733.0,356513.0,812.0,0.16,1,0,4,0,2.9047615167761176,2,2504.7551020408164,8591.31,1.6295270297796063e-05
55.0,80836.0,729164.0,674.6655449568676,0.34,1,1,2,0,9.020176404369286,2,1443.5,4445.98,2.4740839704099558e-05
47.0,139082.0,791248.0,707.0,0.24,1,0,2,0,5.689034605235722,2,2897.5416666666665,8808.526666666667,1.4379799258002358e-05
44.0,102206.0,530045.0,673.4523343642462,0.22,0,1,2,0,5.185995088399033,1,2271.2444444444445,6643.39,0.0
23.0,113886.0,816404.0,547.4677218979307,0.43,1,0,0,1,7.168544258782829,0,4745.25,5409.585,1.7561112672098905e-05
32.0,40776.0,649251.0,683.0,0.36,0,0,2,0,15.921990337690366,1,1235.6363636363637,2174.72,0.0
47.0,105157.0,539806.0,760.0,0.21,0,1,3,0,5.133285151866715,2,2190.7708333333335,6922.8358333333335,0.0
49.0,132678.0,83661.0,823.0,0.26,0,0,4,0,0.6305519336142117,2,2653.56,8181.81,0.0
49.0,104699.0,380958.0,850.0,0.39,1,1,4,0,3.638567335243553,2,2093.98,5322.199166666666,1.9102014307408717e-05
43.0,60550.0,858336.0,684.2064679612402,0.48,1,1,2,1,14.175422371224258,1,1376.1363636363637,2623.8333333333335,3.302946228035408e-05
58.0,158053.0,588609.0,675.0589223860868,0.25,0,0,2,0,3.7241006238374226,2,2678.864406779661,9878.3125,0.0
50.0,74151.0,661156.0,753.0,0.28,0,0,3,0,8.916226130111124,2,1453.9411764705883,4449.06,0.0
62.0,95891.0,1147415.0,804.0,0.0581396535297848,1,0,4,0,11.965700996954908,3,1522.079365079365,7526.327540281284,2.085657972949016e-05
30.0,87905.0,541632.0,622.1859054116493,0.46,0,1,1,1,6.161490683229814,0,2835.6451612903224,3955.7250000000004,0.0
51.0,38190.0,402137.0,681.9906313272974,0.36,0,0,2,0,10.529627399125449,2,734.4230769230769,2036.8000000000002,0.0
36.0,88367.0,604848.0,841.0,0.1,1,0,4,0,6.844649646931016,1,2388.2972972972975,6627.525000000001,2.2632371080356235e-05
43.0,116179.0,405748.0,850.0,0.45,1,0,4,1,3.492408331898778,1,2640.431818181818,5324.870833333333,1.7214518725092744e-05
39.0,103966.0,361877.0,747.0,0.47,1,0,3,1,3.480690988486731,1,2599.15,4591.831666666667,1.9236688211757463e-05
57.0,111884.0,760662.0,850.0,0.5,1,0,4,1,6.798605711221343,2,1929.0344827586207,4661.833333333333,1.7875337396993368e-05
25.0,88812.0,800743.0,850.0,0.38,0,1,4,0,9.01605620798757,0,3415.846153846154,4588.62,0.0
54.0,99231.0,885249.0,792.0,0.52,0,1,3,1,8.92100330538536,2,1804.2,3969.24,0.0
23.0,81931.0,700516.0,843.6991738901761,0.5,1,1,4,1,8.549968266367232,0,3413.7916666666665,3413.7916666666665,2.4410188812810468e-05
57.0,93503.0,532521.0,583.0,0.32,0,1,1,0,5.695168121149897,2,1612.1206896551723,5298.503333333333,0.0
26.0,70598.0,1107535.0,635.7612554645463,0.36,0,1,1,0,15.687686794430515,0,2614.740740740741,3765.226666666667,0.0
47.0,149230.0,429101.0,611.1800831574568,0.38,0,0,1,0,2.875414625647486,2,3108.9583333333335,7710.216666666667,0.0
28.0,83553.0,64720.0,850.0,0.35,0,1,4,0,0.7745888886229265,0,2881.137931034483,4525.7875,0.0
37.0,110986.0,1136018.0,720.0,0.41,1,1,2,1,10.235595159793489,1,2920.684210526316,5456.811666666667,1.801996612246369e-05
27.0,65973.0,352228.0,520.0,0.39,0,0,0,0,5.338891078303575,0,2356.1785714285716,3353.6275,0.0
64.0,82921.0,880249.0,661.3765281373319,0.33,0,0,1,0,10.615385543040448,3,1275.7076923076922,4629.755833333333,0.0
42.0,121631.0,922367.0,501.0,0.31,0,1,0,0,7.583259339647461,1,2828.6279069767443,6993.7825,0.0
30.0,114438.0,306383.0,796.0,0.25,1,1,3,0,2.6772603745226715,0,3691.548387096774,7152.375,1.7476406850751487e-05
18.0,154829.0,185452.0,707.1694398461126,0.34,0,1,2,0,1.1977782083575534,0,8148.894736842105,8515.595,0.0
44.0,50958.0,425273.0,570.0,0.56,1,0,0,1,8.34539531780451,1,1132.4,1868.4599999999998,3.924646781789639e-05
41.0,29902.0,1043188.0,672.854408186439,0.31,1,0,2,0,34.885730528709495,1,711.952380952381,1719.3649999999998,6.688068485821294e-05
40.0,52195.0,813832.0,850.0,0.2,0,1,4,0,15.591846118476512,1,1273.0487804878048,3479.6666666666665,0.0
30.0,51787.0,628904.0,695.0,0.26,1,0,2,0,12.143817100486599,0,1670.5483870967741,3193.5316666666663,3.8618239394466004e-05
18.0,83973.0,559017.0,664.2283109663302,0.12,1,0,1,0,6.6570247933884295,0,4419.631578947368,6158.02,2.3816612086930633e-05
25.0,119891.0,591199.0,763.0923607107965,0.08,0,1,3,0,4.931096320021353,0,4611.192307692308,9191.643333333333,0.0
66.0,114134.0,217796.0,533.0,0.0850177292604836,1,0,0,0,1.908231480264599,3,1703.4925373134329,8702.548874048663,1.7522955071143197e-05
49.0,57865.0,155152.0,589.0,0.33,1,0,1,0,2.6812290464175854,2,1157.3,3230.795833333333,3.456201289163081e-05
55.0,78731.0,55468.0,850.0,0.129487376675973,0,1,4,0,0.7045165879185084,2,1405.9107142857142,5711.360778910331,0.0
51.0,82076.0,1173139.0,850.0,0.29,1,1,4,0,14.293151552810166,2,1578.3846153846155,4856.163333333333,2.436706547430493e-05
33.0,39320.0,49810.0,513.0,0.37,1,1,0,0,1.2667531344574146,1,1156.4705882352941,2064.2999999999997,5.086211281216622e-05
21.0,32078.0,569025.0,512.0,0.3,0,0,0,0,17.73823997007388,0,1458.090909090909,1871.2166666666665,0.0
27.0,79380.0,931852.0,752.0,0.18,1,0,3,0,11.738980360539676,0,2835.0,5424.3,2.5194628505202692e-05
60.0,42200.0,130769.0,698.0,0.46,1,0,2,1,3.0987180398568754,2,691.8032786885246,1899.0,4.739111890431733e-05
20.0,77239.0,149582.0,781.0,0.47,0,0,3,1,1.9365872604867944,0,3678.0476190476193,3411.3891666666673,0.0
46.0,92557.0,565383.0,706.0,0.23,0,1,2,0,6.108418505153526,2,1969.2978723404256,5939.074166666666,0.0
46.0,86686.0,219149.0,850.0,0.31,1,0,4,0,2.528049188459631,2,1844.3829787234042,4984.445,2.307124400147656e-05
67.0,41450.0,186920.0,770.0,0.1702686301998497,1,0,3,0,4.509420761863405,3,609.5588235294117,2866.0304398513526,4.824857666698833e-05
34.0,134977.0,288359.0,752.0,0.23,0,1,3,0,2.136340737008994,1,3856.4857142857145,8661.024166666668,0.0
41.0,102439.0,501928.0,776.0,0.17,1,1,3,0,4.899726669269817,1,2439.0238095238096,7085.364166666666,1.95234330004588e-05
38.0,98802.0,76503.0,651.0,0.39,0,1,1,0,0.7742983512646378,1,2533.3846153846152,5022.435,0.0
23.0,97971.0,681713.0,850.0,0.33,0,1,4,0,6.958243171518393,0,4082.125,5470.0475,0.0
58.0,109897.0,782276.0,785.0,0.0966164024449425,1,0,3,0,7.118200513203152,2,1862.6610169491526,8273.26226837568,1.8198527739105906e-05
36.0,46826.0,788375.0,850.0,0.33,0,0,4,0,16.83590663506097,1,1265.5675675675675,2614.4516666666664,0.0
20.0,70786.0,310127.0,564.0,0.43,0,0,0,1,4.381129303403167,0,3370.7619047619046,3362.3350000000005,0.0
19.0,95657.0,1007033.0,715.5043677760524,0.17,0,0,2,0,10.527431056472015,0,4782.85,6616.275833333333,0.0
62.0,140841.0,216854.0,741.0,0.37,1,0,3,0,1.5396969653938455,3,2235.5714285714284,7394.1525,1.4200208743068523e-05
62.0,63996.0,1000766.0,599.0,0.43,0,0,1,1,15.637701767270341,3,1015.8095238095239,3039.81,0.0
39.0,45251.0,725305.0,649.297040081211,0.36,0,1,1,0,16.02813135331035,1,1131.275,2413.3866666666668,0.0
19.0,83429.0,178612.0,715.3870434524953,0.46,0,0,2,1,2.1408606017020255,0,4171.45,3754.3050000000003,0.0
36.0,85158.0,254293.0,766.0,0.13,1,0,3,0,2.9860965957796592,1,2301.5675675675675,6173.955000000001,2.3485204321277596e-05
37.0,100322.0,552874.0,775.0,0.25,0,1,3,0,5.51093966488243,1,2640.0526315789475,6270.125,0.0
50.0,147425.0,831598.0,643.1121460492736,0.36,0,0,1,0,5.6407824942683105,2,2890.6862745098038,7862.666666666667,0.0
57.0,78915.0,263292.0,651.0,0.1956084110447488,1,0,1,0,3.336357646104719,2,1360.603448275862,5289.880186866971,2.534308197219864e-05
44.0,105215.0,319930.0,778.0,0.45,1,1,3,1,3.040697232360097,1,2338.1111111111113,4822.354166666667,1.900833515496545e-05
54.0,37102.0,533752.0,700.0,0.47,0,1,2,1,14.385683098401746,2,674.5818181818182,1638.6716666666669,0.0
32.0,154959.0,78790.0,793.0,0.39,1,0,3,0,0.5084537945276201,1,4695.727272727273,7877.0824999999995,1.2906473241654351e-05
37.0,58032.0,487656.0,542.0,0.17,1,1,0,0,8.403081005634725,1,1527.157894736842,4013.8799999999997,3.4462556432436155e-05
54.0,138741.0,398539.0,726.0,0.2198809150750463,1,1,2,0,2.8725187758573467,2,2522.5636363636363,9019.541830131084,1.441514166480471e-05
63.0,45621.0,297961.0,587.0,0.2174860991526202,0,0,1,0,6.531081495769585,3,712.828125,2974.922222546526,0.0
20.0,30849.0,498230.0,532.0,0.25,0,1,0,0,16.150081037277147,0,1469.0,1928.0625,0.0
43.0,129148.0,651142.0,569.0,0.34,1,0,0,0,5.041788941455218,1,2935.181818181818,7103.139999999999,1.548586914440573e-05
39.0,111299.0,330922.0,702.0,0.48,1,0,2,1,2.9732434860736747,1,2782.475,4822.956666666667,1.7969290482565295e-05
20.0,68814.0,155605.0,648.0,0.25,0,1,1,0,2.261207585555475,0,3276.8571428571427,4300.875,0.0
34.0,50284.0,755785.0,690.9866138960604,0.19,1,0,2,0,15.03002883563687,1,1436.6857142857143,3394.17,3.9772501292606293e-05
64.0,88170.0,665879.0,850.0,0.0355637561235398,1,0,4,0,7.552131653264679,3,1356.4615384615386,7086.195301882291,2.2682937894116047e-05
38.0,42298.0,406062.0,771.0,0.21,1,0,3,0,9.599801413745006,1,1084.5641025641025,2784.6183333333333,4.728132387706856e-05
41.0,116656.0,601671.0,594.0,0.47,0,0,1,1,5.157607344608553,1,2777.5238095238096,5152.306666666666,0.0
38.0,96000.0,762866.0,818.0,0.08,0,0,4,0,7.946438057936897,1,2461.5384615384614,7360.0,0.0
29.0,95286.0,274561.0,625.6039720106861,0.15,1,1,1,0,2.8814108955051583,0,3176.2,6749.424999999999,2.0989001763076147e-05
59.0,36992.0,148765.0,716.0,0.37,0,1,2,0,4.0214364879842135,2,616.5333333333333,1942.08,0.0
32.0,120583.0,691079.0,574.0,0.38,1,1,0,0,5.73110031181583,1,3654.030303030303,6230.121666666667,1.6585810838827384e-05
42.0,50449.0,695112.0,644.5209249823604,0.24,0,0,1,0,13.778235877106045,1,1173.2325581395348,3195.103333333333,0.0
35.0,89525.0,1422836.0,850.0,0.09,1,1,4,0,15.892991979983469,1,2486.8055555555557,6788.979166666667,2.2339629385548494e-05
65.0,70399.0,275882.0,757.0,0.35,0,0,3,0,3.9187784090909092,3,1066.6515151515152,3813.2791666666667,0.0
36.0,142083.0,135840.0,787.0,0.14,0,1,3,0,0.9560541651417471,1,3840.0810810810813,10182.615,0.0
48.0,100736.0,289171.0,697.0,0.29,1,0,2,0,2.8705540168954804,2,2055.8367346938776,5960.213333333333,1.985348130794735e-05
47.0,124789.0,303828.0,640.0646685524348,0.57,1,1,1,1,2.434714320057697,2,2599.7708333333335,4471.605833333334,1.6026796804256716e-05
24.0,44553.0,844331.0,850.0,0.47,0,1,4,1,18.95073394083584,0,1782.12,1967.7575,0.0
49.0,124133.0,175406.0,801.0,0.4,0,1,4,0,1.4130375239660367,2,2482.66,6206.650000000001,0.0
59.0,74755.0,825243.0,850.0,0.1548130500534345,1,0,4,0,11.039154047835625,2,1245.9166666666667,5265.162536937959,2.6753347512607516e-05
39.0,106520.0,328599.0,716.0,0.32,1,0,2,0,3.084828343706875,1,2663.0,6036.133333333332,1.8775464223352923e-05
34.0,72707.0,351816.0,779.0,0.5,1,1,3,1,4.838752269351378,1,2077.342857142857,3029.4583333333335,2.7506911111416745e-05
28.0,52653.0,195581.0,517.0,0.25,1,1,0,0,3.7144566414707336,0,1815.6206896551723,3290.8125,3.7983097521602886e-05
60.0,63916.0,855493.0,767.0,0.34,1,1,3,0,13.384436065522474,2,1047.8032786885246,3515.3799999999997,3.129009042836134e-05
18.0,44278.0,257024.0,850.0,0.25,1,0,4,0,5.804647801440864,0,2330.4210526315787,2767.375,4.516711833785005e-05
60.0,48678.0,196732.0,799.0,0.44,1,0,3,1,4.041414162164383,2,798.0,2271.6400000000003,4.108463434675431e-05
24.0,57670.0,120340.0,647.0,0.34,1,0,1,0,2.0866640079069203,0,2306.8,3171.85,3.4678873630184493e-05
37.0,86041.0,667503.0,665.9307510511903,0.08,1,0,1,0,7.757874061504847,1,2264.2368421052633,6596.4766666666665,2.3244191857559594e-05
64.0,89614.0,521055.0,678.6209943066218,0.1592120449834813,1,1,2,0,5.814372593873793,3,1378.676923076923,6278.864316737526,2.231744331369398e-05
47.0,126839.0,530531.0,703.0,0.56,0,0,2,1,4.1826789656259855,2,2642.4791666666665,4650.763333333333,0.0
53.0,135327.0,140615.0,735.0,0.113322833730173,0,1,2,0,1.0390680420903287,2,2506.0555555555557,9999.280073316406,0.0
23.0,58850.0,599455.0,740.0,0.54,0,0,3,1,10.185978148204788,0,2452.0833333333335,2255.9166666666665,0.0
44.0,59072.0,354475.0,684.7567917214061,0.07,0,1,2,0,6.000626343676468,1,1312.7111111111112,4578.08,0.0
22.0,114162.0,784407.0,670.7764609114455,0.21,1,1,2,0,6.870938920666065,0,4963.565217391304,7515.665000000001,1.7518657370099155e-05
45.0,135007.0,175477.0,552.0,0.19,1,0,0,0,1.2997526072529035,1,2934.9347826086955,9112.972500000002,1.4813827226333059e-05
29.0,56670.0,681788.0,717.0,0.25,1,1,2,0,12.03063295159782,0,1889.0,3541.875,3.5290796160361375e-05
59.0,86417.0,220507.0,821.0,0.4,0,1,4,0,2.551632761693166,2,1440.2833333333333,4320.849999999999,0.0
52.0,141792.0,974822.0,739.0,0.51,1,1,2,1,6.87496561889515,2,2675.3207547169814,5789.84,1.410496918064234e-05
53.0,150157.0,617336.0,755.0,0.43,0,1,3,1,4.111242824225149,2,2780.685185185185,7132.4575,0.0
59.0,115507.0,142234.0,545.0,0.6,1,1,0,1,1.2313779132181322,2,1925.1166666666666,3850.2333333333336,1.7314668121098787e-05
31.0,89595.0,418366.0,595.0,0.42,1,1,1,1,4.669471851421939,1,2799.84375,4330.425,2.232217596571314e-05
27.0,43075.0,523747.0,558.0,0.22,0,1,0,0,12.158673042993778,0,1538.392857142857,2799.875,0.0
59.0,31547.0,376295.0,671.560894821742,0.227636187664026,0,1,2,0,11.927697476860656,2,525.7833333333333,2030.4800989802477,0.0
63.0,68615.0,760725.0,800.0,0.37,0,1,4,0,11.086699895068206,3,1072.109375,3602.2875,0.0
56.0,95210.0,424812.0,549.0,0.35,0,1,0,0,4.4617953807858335,2,1670.3508771929824,5157.208333333333,0.0
21.0,112678.0,117531.0,675.7957531883262,0.25,0,1,2,0,1.0430603750477019,0,5121.727272727273,7042.375,0.0
46.0,52045.0,458905.0,627.4248382652169,0.24,1,0,1,0,8.817296237943358,2,1107.340425531915,3296.183333333333,3.842680654024247e-05
58.0,65567.0,704082.0,593.0,0.34,0,1,1,0,10.738195461200586,2,1111.3050847457628,3606.1849999999995,0.0
39.0,66504.0,578633.0,597.0,0.29,0,1,1,0,8.70059394030524,1,1662.6,3934.8199999999997,0.0
52.0,153118.0,646182.0,700.0,0.0621971194954251,1,0,2,0,4.2201294418067,2,2889.0188679245284,11966.208454758293,1.3061650992685476e-05
63.0,41979.0,198959.0,742.0,0.36,0,0,3,0,4.739375893282515,3,655.921875,2238.88,0.0
60.0,107933.0,521533.0,796.0,0.1809223485881495,1,1,3,0,4.831962125002316,2,1769.3934426229507,7367.125679152939,1.852967063510446e-05
32.0,78928.0,982171.0,724.0,0.25,0,0,2,0,12.44372790735978,1,2391.757575757576,4933.0,0.0
23.0,56866.0,121233.0,522.0,0.07,1,1,0,0,2.1318690980709376,0,2369.4166666666665,4407.115,3.5169163677287755e-05
35.0,125190.0,986867.0,487.0,0.27,0,1,0,0,7.882890942639647,1,3477.5,7615.724999999999,0.0
57.0,81837.0,224846.0,533.0,0.0111493029450095,1,1,0,0,2.747452283780151,2,1410.9827586206898,6743.714541240771,2.4438226273537066e-05
38.0,82244.0,1100191.0,772.0,0.39,1,1,3,0,13.376995562040246,1,2108.8205128205127,4180.736666666667,2.4317292026359943e-05
34.0,91701.0,758502.0,687.2126472592951,0.29,0,1,2,0,8.27137903208218,1,2620.0285714285715,5425.6425,0.0
44.0,142719.0,475358.0,662.9156730902839,0.21,1,0,1,0,3.330703475336323,1,3171.5333333333333,9395.667500000001,1.4013354727054884e-05
32.0,32396.0,1145692.0,850.0,0.28,0,1,4,0,35.364138654813715,1,981.6969696969697,1943.76,0.0
55.0,66885.0,917355.0,666.6670390793329,0.44,0,0,1,1,13.71520198546781,2,1194.375,3121.3000000000006,0.0
46.0,109380.0,813575.0,647.7598599092739,0.31,1,0,1,0,7.4379919730117665,2,2327.2340425531916,6289.349999999999,1.8284544074893492e-05
27.0,32841.0,241200.0,560.0,0.33,1,0,0,0,7.3442543085073995,0,1172.892857142857,1833.6224999999997,6.089577687787352e-05
24.0,116456.0,1097870.0,558.8296833519911,0.0,0,0,0,0,9.427256412237993,0,4658.24,9704.666666666666,0.0
32.0,77713.0,210566.0,850.0,0.37,0,1,4,0,2.7094989319813676,1,2354.939393939394,4079.9325000000003,0.0
54.0,46439.0,675403.0,580.0,0.62,0,0,1,1,14.543561584840655,2,844.3454545454546,1470.5683333333334,0.0
49.0,147207.0,295710.0,785.0,0.16,1,1,3,0,2.008790283136786,2,2944.14,10304.49,1.3586125848283732e-05
68.0,71719.0,418811.0,850.0,0.0635226375513838,1,0,4,0,5.839528722810932,3,1039.4057971014493,5596.934996454359,2.7885835389913693e-05
20.0,146259.0,1379239.0,850.0,0.12,1,0,4,0,9.430049227403254,0,6964.714285714285,10725.66,1.3674185189490021e-05
20.0,96376.0,504709.0,570.1439386959147,0.3,0,1,0,0,5.236819988171452,0,4589.333333333333,5621.933333333333,0.0
30.0,35811.0,446710.0,544.0,0.47,1,0,0,1,12.473751815034067,0,1155.1935483870968,1581.6525000000001,5.584564264373272e-05
66.0,96092.0,154584.0,622.0,0.0560926217185602,1,1,1,0,1.6086915800318442,3,1434.2089552238806,7558.495649485009,2.0812953982558744e-05
62.0,53519.0,172221.0,850.0,0.0915541478191635,0,0,4,0,3.2178811659192825,3,849.5079365079365,4051.5927969055156,0.0
33.0,45458.0,220151.0,773.0,0.27,0,1,3,0,4.842847400954707,1,1337.0,2765.361666666666,0.0
54.0,142998.0,854001.0,552.0,0.33,0,1,0,0,5.972076727809285,2,2599.9636363636364,7984.054999999999,0.0
69.0,88134.0,349936.0,673.8449068134357,0.1212268073073029,1,0,2,0,3.970454416520111,3,1259.057142857143,6454.149713731514,2.2692202959063264e-05
19.0,134802.0,933661.0,850.0,0.42,0,1,4,1,6.926114403982107,0,6740.1,6515.43,0.0
38.0,93601.0,107962.0,652.0,0.48,1,0,1,1,1.1534155253092884,1,2400.025641025641,4056.0433333333335,2.1366836533017104e-05
30.0,131186.0,495222.0,664.7300139655637,0.48,0,0,1,1,3.774931967344325,0,4231.806451612903,5684.7266666666665,0.0
47.0,90474.0,513634.0,574.0,0.08,0,0,0,0,5.677082066869301,2,1884.875,6936.34,0.0
61.0,91803.0,595773.0,632.3903256694662,0.1337361183045418,1,1,1,0,6.489619188706374,3,1480.6935483870968,6627.135260940679,2.1785305811230325e-05
38.0,143521.0,757433.0,832.0,0.26,1,0,4,0,5.277469656219952,1,3680.025641025641,8850.461666666666,1.393504873783296e-05
50.0,60801.0,341389.0,850.0,0.11,1,1,4,0,5.614765961645999,2,1192.1764705882354,4509.4075,3.2893113826620396e-05
45.0,134856.0,276793.0,730.0,0.15,0,0,2,0,2.0524926403523733,1,2931.6521739130435,9552.3,0.0
31.0,106401.0,353790.0,809.0,0.24,0,0,4,0,3.3250314843705944,1,3325.03125,6738.73,0.0
31.0,58608.0,591581.0,708.0,0.26,1,1,2,0,10.093688682625535,1,1831.5,3614.16,3.412386964681795e-05
37.0,150227.0,162038.0,545.0,0.24,1,1,0,0,1.0786138402960832,1,3953.342105263158,9514.376666666667,1.3313008806555326e-05
60.0,72054.0,226031.0,736.0,0.127032431300334,0,0,2,0,3.136923183679134,2,1181.2131147540983,5241.733766257144,0.0
34.0,66424.0,667066.0,747.0,0.15,1,0,3,0,10.042393677079414,1,1897.8285714285714,4705.033333333334,3.0108692379489958e-05
26.0,81491.0,614533.0,774.5003961314649,0.33,1,0,3,0,7.541022431649733,0,3018.185185185185,4549.9141666666665,2.4541985201182924e-05
47.0,43267.0,543325.0,783.0,0.32,1,0,3,0,12.557201627068503,2,901.3958333333334,2451.7966666666666,4.622246874205551e-05
47.0,92351.0,146719.0,517.0,0.1,0,1,0,0,1.5886932605682607,2,1923.9791666666667,6926.325000000001,0.0
64.0,100538.0,242651.0,516.0,0.43,1,0,0,1,2.413501228379037,3,1546.7384615384615,4775.555,1.9892580067634773e-05
61.0,121715.0,408562.0,780.0,0.1591642113591715,1,0,3,0,3.356682769726248,3,1963.1451612903227,8528.52733453487,1.64315584511613e-05
45.0,144250.0,189848.0,658.0,0.31,1,1,1,0,1.3160948624272968,1,3135.8695652173915,8294.374999999998,1.3864625793749828e-05
